cluster,n_mkts,share,xstill,lam,kz,dlam,ar1z,log_moves,log_tres,log_mdt,still,p_ext,p_range,spend_lr,f1,f2,f3,f4,lump,ar1,budget_slope,budget_se,term_share,top_cat,top_cat_frac
0,2896,0.10544329146186054,0.2542030716154994,-0.8584540711579064,1.1538903300701275,3.6653475426330733,-1.4791269780952401e-08,1.3954384204653942,1.4084092158291357,0.012970795364732779,0.29977023059862573,0.2641736689490669,0.13105904696132595,-0.8122724283435108,0.11260228088262689,0.038297533346166715,0.12181723393433658,0.7039547935298192,1.2626426763187208,-0.00021582561453576527,1.1832581112772158,0.021550432305499384,0.0385635667983318,Sports,0.8463397790055248
1,701,0.025523393409794284,0.4049864183260372,-3.470578001251612,1.0091729540088332,-17.608564718103075,-0.07579981093224723,1.76720634621633,1.7739286923434174,0.006722346128081977,0.5967586761360079,0.372805271440193,0.23326818830242513,-4.494373112086985,0.22724958061108885,0.1457298879747555,0.5128978036352009,0.0,1.3514803633739259,-0.07683956639655616,0.9372681032827845,0.027930341163494146,0.0008089345576343207,Sports,0.8159771754636234
2,3027,0.11021299836155106,0.11764925405961753,1.9587919708279407,3.2931927354423816,-1.0318087606260065,-0.22854436620034999,4.4134655259201905,4.5019873106078325,0.08852178468857252,0.38914565263762857,0.34527143320570125,0.488733564585398,1.099635036938406,0.3134091179147831,0.1338578497741985,0.11384748220785759,0.11265161276913457,3.4376607961332497,-0.2488012053912175,3.4970990545728857,0.06161707770205531,0.07424008024690748,Sports,0.47637925338619097
3,4944,0.18001092299290006,0.22332103983155485,-1.296613072627265,1.7771900571204655,1.7138074529709677,-0.011488899448096364,2.3941325746094324,2.402550866874263,0.008418292265823088,0.26250831830933485,0.16535530412483815,0.17937024676375407,-0.02998842466477341,0.04149259125075223,0.01890039044840496,0.03938136814593993,0.06757948443760951,2.225107817580509,0.0255717490379868,1.3244099661815734,0.012033405661706308,0.0041895126788064245,Sports,0.9235436893203883
4,1344,0.048935008192244674,0.34442561740504307,1.9555612311735378,1.8635435065713115,7.074144981885679,-0.1533862703030454,2.063825110644906,2.136506676025931,0.07268156538196992,0.5043246364727748,0.33398459707188494,0.2688526785714285,1.0830719505013742,0.11813393836330385,0.04492452498091304,0.07982624868671276,0.15724170416183997,1.7538968847835794,-0.18127967834014666,2.6197750127087436,0.06519100035573273,0.15896941713489832,Sports,0.6912202380952381
5,9051,0.32954669579464774,0.20944600591245313,-0.7355361359433594,1.520077772032844,-1.1535160455239037,-0.2880873227822846,2.6238476320984994,2.6521734931792924,0.028325861081770695,0.3262458904063056,0.288854686016445,0.25198431112584246,-0.9343850410795194,0.27167039124857545,0.11802290371897511,0.12815034679917617,0.07804162587677202,1.9916190159840297,-0.24435897282996089,1.1910283289198595,0.01287990626135085,0.014151348909014089,Sports,0.8107391448458734
6,1914,0.06968869470234844,-0.017800101890871448,-0.6910378893720617,1.0789002850940357,2.723647284811167,0.0,1.3862943611198904,1.388254625705822,0.001960264586930376,0.00013061650992685477,0.1471528213166144,0.17054597701149427,-0.14493427171673168,0.05178637060365569,0.024760594649692182,0.1563260768591492,0.7665475773080099,1.2571724435639398,0.0,1.1382628354230817,0.018113622273365573,0.0015246969250582551,Sports,0.9367816091954023
7,3588,0.13063899508465318,0.2254221229418274,-1.4596664706696296,1.7066729115978112,4.334101554004127,-0.07993529130684289,1.8547831546164004,1.8574644479864566,0.002681293371054293,0.25398081076218726,0.16015664964623447,0.076020624303233,-0.3195819433521948,0.004249053865390633,0.0024271619334333273,0.012082316424295825,0.07446844294795343,1.8072507608277129,-0.06926696843040844,1.0720742663254672,0.011341404759703041,0.0030983282299014946,Sports,0.9751950947603122
