key,tau,p,regime,composite-zi,composite,global-slv,const-lam,bucket,garch,pit
KXNHLHART-26-KKUC,129.95833333333331,0.015,3,-2.3512482149803744,-2.3512482149803744,-2.35934676218361,-0.9324913135722794,-1.8574166312476665,-2.194769160312737,0.9191449226439046
KXNHLHART-26-KKUC,128.95833333333331,0.02,3,-6.136019025803013,-6.136019025803013,-5.6326130184548795,-6.511287950372687,-3.237169213100393,-2.8463041044379307,0.9848559166482941
KXNHLHART-26-KKUC,127.95833333333333,0.06,3,-6.936192857556404,-6.936192857556404,-6.489924930519545,-22.30404109723454,-12.857922780973126,-10.357830485277695,0.9956993537626119
KXNHLHART-26-KKUC,126.95833333333333,0.2,3,-3.9373271931693816,-3.9373271931693816,-3.244933913262997,-11.070914437715919,-2.8095839808317074,-2.908884331769316,0.9148429893238769
KXNHLHART-26-KKUC,125.95833333333333,0.24,3,-5.512347883337012,-5.512347883337012,-5.099685016406347,-2.1945796792875343,-5.103283395700707,-4.233244018891712,0.012949624457543977
KXNHLHART-26-KKUC,124.95833333333333,0.14,3,-5.458844525372739,-5.458844525372739,-4.610855247043854,-4.143963451998464,-5.558467295657347,-3.5671992000924537,0.9815863910761244
KXNHLHART-26-KKUC,123.95833333333333,0.22,3,-7.261969007661861,-7.261969007661861,-6.1600810953479,-9.96104178814526,-9.363125988375515,-5.797041982524206,0.0021569001092366234
KXNHLHART-26-KKUC,122.95833333333333,0.065,3,-0.8196826229693435,-0.8196826229693435,-1.4362928273899782,-3.535820227073724,-2.0199733965513937,-3.006657223239312,0.4602295845113533
KXNHLHART-26-KKUC,121.95833333333334,0.065,3,-4.96639140120995,-4.96639140120995,-5.4738013358494815,-2.9789634021556313,-4.010323525780579,-3.2601534236344754,0.9682112846742994
KXNHLHART-26-KKUC,120.95833333333334,0.13,3,-0.8196826229693435,-0.8196826229693435,-1.6091441149302599,-2.394315900410327,-2.0199733965513937,-2.9387909310770763,0.574809228374342
KXNHLHART-26-KKUC,119.95833333333334,0.13,3,-1.929765570654431,-1.929765570654431,-1.8104480148742634,-2.0532284056387655,-2.075259048098322,-2.8934021073908656,0.24879178004579328
KXNHLHART-26-KKUC,118.95833333333334,0.12,3,-1.929765570654431,-1.929765570654431,-1.8300972555465171,-2.2655511136678994,-2.075259048098323,-2.8410412840727597,0.8385302673936266
KXNHLHART-26-KKUC,116.95833333333334,0.13,3,-2.499489368183519,-2.499489368183519,-2.5026524055101596,-2.4112839482848027,-2.2411166417091217,-2.8259606957886905,0.06863668025674315
