bucket,n,ratio_binom,ratio_gauss,ratio_wf,ci_lo,ci_hi
"[0.00,0.05)",84533,0.4771191409292296,3.318982593103369,0.7480176110184426,2.3566010969500346,4.421480671254649
"[0.05,0.15)",46194,0.38882245217051786,1.1543591409564689,0.6342987441716527,0.9741835859455306,1.3773278010178818
"[0.15,0.30)",29465,0.3418724419278397,0.661786159012506,0.8340924446117904,0.585512643171509,0.7465278584977314
"[0.30,0.45)",19326,0.2780491853960897,0.45395699229715714,0.9979652903833692,0.41187325688905163,0.49808403366452086
"[0.45,0.55)",12405,0.2905949462794414,0.45727064543158286,1.248525771082318,0.4132352335365285,0.5062567790248367
"[0.55,0.70)",12472,0.23797012435330178,0.3876662695155592,1.1684667990349928,0.34597077741020477,0.43333037411712233
"[0.70,0.85)",8022,0.31789412475853474,0.6059981628404929,1.2883778925619447,0.5068642385916708,0.7252232750036081
"[0.85,0.95)",4933,0.32981490352635723,0.9459521095224753,1.0748060063053662,0.6583275025535014,1.3266409098801963
"[0.95,1.00)",2243,0.8086122349834655,5.271901186007845,5.0162217216969225,2.5898671280744163,8.89285639738786
