key,n_moves,mdt,still,p_ext,p_range,tot2,max2,t_res,p0,xstill,lam,kz,log_moves,log_tres,log_mdt,spend_lr,lump,dlam,f1,f2,f3,f4,ar1,ar1z,cluster
ACPI-23-B2.5,369,1.490627822944896,0.36585365853658536,0.2770189701897019,0.7,0.40124999999999994,0.0576,550.0416666666666,0.495,0.14928549968084692,1.0469399758959768,2.6661504329472874,5.910796644040527,6.3099940329328135,0.3991973888929576,0.47322376158080415,3.9697345363958823,-0.49558516985706436,0.1884735202487515,0.21744548286550172,0.12062305295920096,0.20573208722690156,-0.180568998308399,-0.2697447160016652,2
ADAMS-24-DEC31,84,1.0004960317460319,0.23809523809523808,0.33666666666666667,0.55,0.227925,0.0361,84.04166666666667,0.56,0.08987282759800004,0.7310938752411338,1.5947198399022273,4.430816798843313,4.431312707606266,0.0004959087639522397,-0.07793960418806922,2.588093036370341,-0.6889970950913233,0.6853131512528888,0.19918832949347726,0.0201820774376651,0.06054623231299531,-0.5064807386427534,-0.4905438199258933,5
ADAMS-25APR,116,1.0255028735632183,0.19827586206896552,0.37887931034482764,0.45,0.241875,0.04409999999999999,118.95833333333333,0.46,-0.0007213178077414934,1.5655897985962426,2.6322261227075896,4.7535901911063645,4.778773291742165,0.025183100636775497,-0.026619286275168966,3.051628909318208,-0.5786290472952911,0.1544186046505244,0.14635658914668173,0.316692506458639,0.3782945736418468,-0.1557412325617884,-0.2153871829519537,2
BTCMAX100-24-DEC31-100000,234,1.1155626780626782,0.1111111111111111,0.2260897435897436,0.88,1.03745,0.12249999999999998,261.0416666666667,0.44,-0.029435407791723774,1.5232922262314192,2.0439298135626816,5.455321115357702,5.564680036982223,0.10935892162541822,1.4375648265100007,3.318911086952633,0.3518715972997404,0.09446238372924527,0.09258277507340829,0.33052195286487973,0.07205166514041925,-0.3074398799008965,-0.45055825060268034,2
BTCMAX100-24-NOV29-100000,220,1.1683712121212122,0.15,0.2745681818181818,0.87,2.079325,0.2304,257.0416666666667,0.4,-0.03733555857079908,2.562804351502782,2.1351679123465757,5.393627546352362,5.549238198861693,0.15561065251018752,2.159159677451157,3.1936458742758003,-1.2143514804077935,0.05988722301705608,0.5300157503033291,0.08353672465820229,0.014884638043588722,-0.37922039023173537,-0.47184816845878985,2
BTCMAXY-24DEC31-100000,256,1.0196940104166667,0.09765625,0.258125,0.9099999999999999,0.8505999999999999,0.11559999999999998,261.0416666666667,0.37,-0.05902671705448919,1.200091205803473,1.489817911977524,5.545177444479562,5.564680036982223,0.019502592503641426,1.2944744367747072,3.5493714176059927,-0.41370307960488684,0.10780625440852595,0.14072419468593853,0.12367740418513559,0.056313190688859274,-0.3093760276279737,-0.36850634459709536,5
BTCMAXY-24DEC31-150000,233,1.24052217453505,0.2575107296137339,0.42066523605150213,0.24,0.212175,0.0484,289.0416666666667,0.18,-0.06445989159404893,2.69261235428909,3.9394810119087054,5.4510384535657,5.6665708530373555,0.2155323994724613,0.3629054936873065,3.973126860355057,0.8268700673889775,0.09567573936563838,0.12937433722102332,0.07705903145951665,0.14751973606623062,-0.24045739629490662,-0.20012045403935846,2
CABINETMUSK-25-FEB01,108,1.0003858024691359,0.2037037037037037,0.3768518518518519,0.59,0.20252499999999998,0.0841,108.04166666666667,0.2,0.021723722554967753,0.4645754788999699,2.8648923221043816,4.68213122712422,4.682516955190719,0.0003857280674988605,0.23568952048141542,3.8032744578651903,-1.9292955841930366,0.8621157881700425,0.08245895568407624,0.022713245278248553,0.017775583261237998,-0.15601734453589156,-0.18183556277564353,2
CABINETRFK-25-FEB01,96,1.000434027777778,0.125,0.3123958333333334,0.73,0.2591,0.10890000000000005,96.04166666666667,0.24,0.0054470581569907835,0.44959907121502724,2.7234456959249966,4.564348191467836,4.564782125082803,0.00043393361596681315,0.35101200992621023,3.6975641334773566,-1.748510403663067,0.37861829409348274,0.5164029332284201,0.03280586646069938,0.023928984947804228,0.07769448679299783,0.059619178665132826,5
CABINETTULSI-25-FEB01,96,1.000434027777778,0.14583333333333334,0.2760416666666667,0.75,0.3046,0.11560000000000005,96.04166666666667,0.2,0.04169875323179081,0.6334263249363096,2.479888626362916,4.564348191467836,4.564782125082803,0.00043393361596681315,0.6438256252242671,3.5954847069385356,-2.4243960453043023,0.11917268548877487,0.7317793827947087,0.058765594221737466,0.043335521995918176,-0.19563992188050294,-0.0662683209624251,5
CASE7DA-22-A11.7,354,1.0677966101694916,0.23163841807909605,0.26457627118644067,0.885,0.29617499999999997,0.019600000000000003,378.0,0.38,0.014583504038735581,0.9543823941684249,2.1285628863432886,5.869296913133774,5.934894195619588,0.06559728248674987,0.22881504406252276,3.1538759823852045,-0.4495057301685197,0.43437157086035516,0.15936524014464615,0.18080526715563158,0.17759770405949998,-0.09439130276416766,-0.14767267636693937,5
CASEM-22FEB01-T-19,35,1.0,0.2857142857142857,0.41942857142857143,0.405,0.049824999999999994,0.03609999999999998,35.0,0.6,-0.04740952008983547,-0.12876127243861757,1.4196837973287046,3.5553480614894135,3.5553480614894135,1.000088900581841e-12,-1.5721220572272294,3.2331240600546325,-1.0613070270587048,0.9111891620489476,0.062217762166337814,0.010035122930054508,0.005017561465027254,0.4275721745997655,0.12641044686392244,5
CASESURGE-22SEP22-A200,186,1.0,0.21505376344086022,0.19986559139784946,0.655,0.30572499999999997,0.044099999999999986,186.0,0.57,0.06646120927020834,0.341307872412233,2.0520702018991734,5.225746673713202,5.225746673713202,1.000088900581841e-12,0.2210197145405573,3.289520450504854,-0.8105536657568306,0.22585657044655866,0.2948728432405108,0.24368304849049416,0.22274920271412954,0.07383910660245173,0.005519559516115532,5
CLOSESTSTATE-24-AK,30,3.0347222222222223,0.8666666666666667,0.4886666666666667,0.019999999999999997,0.0006249999999999998,0.00039999999999999986,91.04166666666667,0.01,0.07088323571407194,0.0425717656043498,3.0277139123387276,3.4011973816621555,4.511317277181745,1.1101198955199192,-2.7625383848872906,2.954910233533737,-3.422211634427286,0.9599999984640001,0.0,0.0,0.039999999936000015,-0.572436513005217,-0.5324885522241947,2
CLOSESTSTATE-24-AZ,46,1.9791666666666667,0.391304347826087,0.43630434782608696,0.33999999999999997,0.184825,0.09,91.04166666666667,0.11,0.042520565388298716,2.5927506200371386,3.5495380253172684,3.828641396489095,4.511317277181745,0.6826758806931552,0.635462881901895,3.109041635138423,-7.416822639561919,0.009197889895797657,0.9895847423184656,0.0010821046936232539,0.0,-0.47369086378146813,-0.2738670899310909,2
CLOSESTSTATE-24-CO,26,3.5016025641025643,0.7692307692307693,0.4894230769230769,0.015,0.000575,0.000225,91.04166666666667,0.01,-0.0010428290715358472,1.458375818151448,2.961569364839913,3.258096538021482,4.511317277181745,1.2532207391605485,-2.8459199936872106,2.3198268586556057,-4.844144814173222,0.6086956511153119,0.34782608635160683,0.0,0.043478260793950854,-0.5909090640495881,-0.3190184200566154,2
CLOSESTSTATE-24-FL,33,2.758838383838384,0.5454545454545454,0.4803030303030303,0.019999999999999997,0.0017249999999999995,0.00039999999999999986,91.04166666666667,0.02,-0.061373455172754006,0.7581396119115709,2.3373732548092385,3.4965075614664802,4.511317277181745,1.0148097157156273,-2.430302515224459,2.0349897624785673,-4.135274656775683,0.6376811590506196,0.3478260867548834,0.0,0.014492753614786814,-0.4127280677486442,-0.24561206727797688,5
CLOSESTSTATE-24-GA,41,2.220528455284553,0.6097560975609756,0.43585365853658536,0.1,0.005425000000000001,0.0025000000000000005,91.04166666666667,0.11,0.26288322364747696,-0.6955886310150023,2.2124320961126456,3.713572066704308,4.511317277181745,0.7977452104778876,-2.8929286499358238,2.938844891994336,-3.392709660877477,0.40552995384229856,0.5898617510433434,0.0,0.0,-0.1048857228077484,0.06737740693160249,5
CLOSESTSTATE-24-IA,26,3.5016025641025643,0.7307692307692307,0.48423076923076924,0.04,0.002925,0.0016,91.04166666666667,0.02,0.028716428545795616,1.885440479255747,2.982932337497708,3.258096538021482,4.511317277181745,1.2532207391605485,-1.9022350852617917,2.654805678319509,-5.271318947498975,0.03418803417634597,0.9572649569376873,0.0,0.008547008544086493,-0.07088823741187311,-0.15876219600316976,2
CLOSESTSTATE-24-MI,42,2.1676587301587302,0.5,0.40523809523809523,0.16999999999999998,0.017325000000000004,0.008100000000000001,91.04166666666667,0.12,0.17330414581004208,-0.2691681944047645,2.499643789484949,3.7376696182833684,4.511317277181745,0.773647658898838,-1.8075078261479438,2.977383132585009,-3.100695169277053,0.3463203463003566,0.6522366521990052,0.0014430014429181529,0.0,0.054079343217545005,0.0440855817494039,5
CLOSESTSTATE-24-MN,34,2.6776960784313726,0.5294117647058824,0.4572058823529412,0.060000000000000005,0.007675000000000001,0.0036000000000000008,91.04166666666667,0.04,0.1458812440116033,0.5796554275999427,1.9036410860491575,3.5263605246161616,4.511317277181745,0.984956752565957,-1.6100891660161685,2.7693260724527753,0.0,0.1368078175717514,0.8599348533081519,0.003257328989803605,0.0,-0.38181641814405276,-0.3633140574871731,5
CLOSESTSTATE-24-NC,35,2.6011904761904763,0.5142857142857142,0.42628571428571427,0.11,0.007325,0.004900000000000001,91.04166666666667,0.12,0.23699442951943217,-0.4628417595752005,2.6846852869648288,3.5553480614894135,4.511317277181745,0.9559692156927158,-2.668365216241981,3.1532901071287887,-2.9114102937738364,0.27303754262484137,0.7235494879558294,0.0,0.003412969282810516,-0.020181733691703535,-0.030700862049206187,5
CLOSESTSTATE-24-NH,45,2.0231481481481484,0.5777777777777777,0.46266666666666667,0.1,0.012525000000000001,0.0036000000000000008,91.04166666666667,0.04,0.11675330844809402,0.8149363864214544,2.078777106493551,3.8066624897703196,4.511317277181745,0.7046547874119196,-1.1203308125689537,2.559869684946419,-5.640838021591142,0.3033932135486313,0.6946107783876558,0.0,0.0,-0.1271752763139423,-0.2924125366243574,2
CLOSESTSTATE-24-NM,32,2.8450520833333335,0.4375,0.47234375,0.03,0.00325,0.0004,91.04166666666667,0.025,-0.08234151472117192,0.9070121800519589,1.9507387785415833,3.4657359027997265,4.511317277181745,1.0455813743823699,-2.014903020275598,1.3707901672377716,0.0,0.4999999998461539,0.4999999998461538,0.0,0.0,-0.4397296626919853,-0.39253965934475993,5
CLOSESTSTATE-24-NV,42,2.1676587301587302,0.5,0.41833333333333333,0.16,0.024225000000000007,0.010000000000000002,91.04166666666667,0.09,0.17947098091305574,0.3133970822075172,1.8569961790129288,3.7376696182833684,4.511317277181745,0.773647658898838,-1.2181138330531238,2.852869551866838,-4.401584898636921,0.21052631578078326,0.7884416924339136,0.0,0.001031991744023447,-0.14869184169850014,-0.15421923955158331,5
CLOSESTSTATE-24-OH,27,3.371913580246914,0.7777777777777778,0.4887037037037037,0.01,0.000575,0.0001,91.04166666666667,0.02,0.006800698916940281,0.3101701151788364,1.7445067428721732,3.295836866004329,4.511317277181745,1.2154804111777124,-3.5289148027331483,1.5466369742385495,-3.693817305593645,0.6086956511153119,0.34782608635160683,0.0,0.043478260793950854,-0.5442454890150329,-0.5149729238218654,5
