key,band,p0,tau0,budget,evd,evj,full_vd,full_vj,zi_vd,zi_vj,clam_vd,clam_vj
11661882248425579028730127122226588074844109517532906275870117904036267401870,7.0,0.075,7.0,0.069375,0.0008000000000000003,0.001553,0.00022997962798884005,0.093081408198079,0.00021121052330481949,0.10162217529408699,0.0002216025088365304,0.09967818396480667
11661882248425579028730127122226588074844109517532906275870117904036267401870,3.0,0.07,3.0,0.0651,0.00012500000000000008,0.001553,9.404977329796591e-05,0.08829994257782055,7.067845416654236e-05,0.09482179523469961,8.391887832313822e-05,0.08033288841567972
52684921837049562400037353238223049293166344115053393981883920285480538360105,30.0,0.365,30.0,0.231775,0.0005500000000000009,0.390625,0.0015739937900374923,0.2446981331644193,0.0011617775907066458,0.2373579501057418,0.0015963951402806912,0.25278695464023576
52684921837049562400037353238223049293166344115053393981883920285480538360105,14.0,0.355,14.0,0.22897499999999998,0.0004000000000000007,0.390625,0.0007575785766758916,0.2374817990947057,0.000544362468632916,0.23128274405400367,0.0007232447610204841,0.23442700786854487
52684921837049562400037353238223049293166344115053393981883920285480538360105,7.0,0.365,7.0,0.231775,0.00030000000000000057,0.390625,0.0003515272682854749,0.23516492554178264,0.0002822094137761327,0.2304292892600631,0.0003624649588037349,0.23119708288572696
52684921837049562400037353238223049293166344115053393981883920285480538360105,3.0,0.365,3.0,0.231775,0.00030000000000000057,0.390625,0.00017532273879232286,0.2308356544462552,0.00010564557592486427,0.23323457959156613,0.00015345865637814615,0.23074221703991704
20499437472769847560241881624039508074540415562884114297532631910880371793587,30.0,0.725,30.0,0.199375,0.0005500000000000009,0.08122500000000002,0.0015357001553697857,0.21079818373907672,0.0011993110612124546,0.22814999390954108,0.0017710978799803565,0.21818886634408444
20499437472769847560241881624039508074540415562884114297532631910880371793587,14.0,0.735,14.0,0.194775,0.00020000000000000036,0.08122500000000002,0.0007221574395213253,0.20206962033293452,0.0005468164960880015,0.20555500927737516,0.0007887108758342829,0.19807219550956867
20499437472769847560241881624039508074540415562884114297532631910880371793587,7.0,0.735,7.0,0.194775,0.00020000000000000036,0.08122500000000002,0.00036296333004783786,0.19964410180616793,0.00026026062668268194,0.1988361998086809,0.0003637888453518628,0.19575971296291889
20499437472769847560241881624039508074540415562884114297532631910880371793587,3.0,0.725,3.0,0.199375,0.00010000000000000018,0.08122500000000002,0.00014954922308734215,0.20139808880378765,0.00010302731195371628,0.20534332153324678,0.00013842832364750643,0.1997509301207304
23905785647225133250068955131316534532801742215919018709867564550696854194755,30.0,0.355,30.0,0.22897499999999998,0.0009499999999999995,0.577325,0.0015605516652840833,0.23415930009608255,0.0011593152183724455,0.23387225363300496,0.0015365163152303621,0.2317409901712442
23905785647225133250068955131316534532801742215919018709867564550696854194755,14.0,0.375,14.0,0.234375,0.0003999999999999985,0.576925,0.0007278421486368056,0.24251989247861835,0.0005428122456133683,0.23676802659045748,0.000734600019238184,0.2396067831201703
23905785647225133250068955131316534532801742215919018709867564550696854194755,7.0,0.345,7.0,0.22597499999999998,0.00020000000000000036,0.576025,0.00036472211560460255,0.2264562223725907,0.0002424040427849531,0.22703987677219092,0.00034582164635911435,0.23541298668998514
23905785647225133250068955131316534532801742215919018709867564550696854194755,3.0,0.275,3.0,0.199375,0.00010000000000000018,0.570425,0.00017822955906741507,0.20092504757813726,0.00012415698788429,0.20583352337962701,0.0001554419301458073,0.20176573617340707
48099867828554374095924291177179897429189998817759876522231807223018616446622,7.0,0.495,6.0,0.249975,0.00025000000000000044,0.33517499999999995,0.0003260222443332986,0.25167997525664604,0.00022947227912833892,0.2532289960642741,0.00027058279712160045,0.24931358870135173
48099867828554374095924291177179897429189998817759876522231807223018616446622,3.0,0.355,3.0,0.22897499999999998,0.0,0.30957499999999993,0.00015203494496140204,0.2289718439080895,0.00011335291184918589,0.2279200382755502,0.00013050556155025196,0.22941221542279738
