pi,ti,p_bucket,tau_band,n,n_mkts,still_frac,excess_still,kurt_z,jump_share,ratio_fit,budget_share,regime
4,2,"[0.45,0.55)","[7,14)d",561,320,0.026737967914438502,-0.005059113589163538,-0.3822137403771606,0.053208168081084306,0.9996974083698047,0.029091015794226228,1
4,3,"[0.45,0.55)","[14,30)d",1645,559,0.05106382978723404,0.004451585807854146,-0.16290518749354588,0.003798501936010168,1.0142221604901251,0.04005175414472219,1
4,4,"[0.45,0.55)","[30,90)d",5807,807,0.07060444291372482,-0.003908055408000405,-0.015133274057351098,0.0,1.0774502430738977,0.05780390879304531,1
4,5,"[0.45,0.55)","[90,inf)d",1290,196,0.10930232558139535,0.009134549162636979,0.16356164289968023,0.05874843841027855,0.9651935121814096,0.006476806012212482,1
5,1,"[0.55,0.70)","[3,7)d",313,212,0.025559105431309903,0.002900163478636777,-0.4848861078658806,0.027517214618437924,1.1471065589516538,0.03671989946737443,1
5,2,"[0.55,0.70)","[7,14)d",760,344,0.02368421052631579,-0.010343903823659368,-0.27490566213742795,0.0,0.9879430623366485,0.034141542561466294,1
5,3,"[0.55,0.70)","[14,30)d",2418,629,0.05459057071960298,0.0055317538556031234,-0.10660445553850284,0.0,0.9671203803837144,0.05085384532133677,1
5,4,"[0.55,0.70)","[30,90)d",8910,848,0.07575757575757576,-0.003225387004463773,-0.05448320567084153,0.01110983810918531,1.0463064184757067,0.07689840643390276,1
5,5,"[0.55,0.70)","[90,inf)d",1582,215,0.10493046776232617,-0.0005370339275257152,0.015185755436457615,0.02186893045800109,0.9669331592543571,0.007195837444166088,1
6,1,"[0.70,0.85)","[3,7)d",377,235,0.021220159151193633,-0.008067521012050237,0.5124585318233343,0.0,1.033001874685228,0.02453507455577745,1
6,2,"[0.70,0.85)","[7,14)d",979,393,0.0449438202247191,0.00131468049277058,0.7970562817492794,0.0,1.0549952523648147,0.02949921921834048,1
6,3,"[0.70,0.85)","[14,30)d",2987,615,0.06360897221292267,-0.0002465852538823532,0.2989060409985136,0.019513216525047783,0.9783032838590351,0.038706516514661095,1
6,4,"[0.70,0.85)","[30,90)d",9308,766,0.09840996991834981,-0.001910907769336223,0.20318586192941313,0.0,1.0646068548070262,0.052089506654227,1
6,5,"[0.70,0.85)","[90,inf)d",1242,158,0.13687600644122383,0.0047216774655644,0.03856600919384512,0.027271076217288526,0.9963451120577828,0.003798184954592869,1
7,1,"[0.85,0.95)","[3,7)d",419,259,0.057279236276849645,0.0028734860693599984,2.877295986620788,0.0,1.6357650063762392,0.01430664088179426,1
7,2,"[0.85,0.95)","[7,14)d",1030,394,0.07766990291262135,-0.0032538441178600747,4.749104025558095,0.03641013315287289,1.2244887895310872,0.011931655304095023,1
7,3,"[0.85,0.95)","[14,30)d",2804,535,0.11340941512125535,-0.0024535227606190813,0.8229466942596342,0.0,0.9968506332359244,0.012685012455667286,1
7,4,"[0.85,0.95)","[30,90)d",6498,545,0.17066789781471223,-0.0032668032556940896,0.5047948269221241,0.0123454068062816,1.0923873952588155,0.013809428900518452,1
7,5,"[0.85,0.95)","[90,inf)d",575,72,0.25043478260869567,0.005775957183279418,0.7842718519480831,0.10284978366744046,0.9767293441630959,0.0005573216110407131,1
8,1,"[0.95,1.00)","[3,7)d",595,317,0.1915966386554622,-0.04145439070414009,37.49252405922701,0.0,1.9842945152098315,0.0026185926672159235,3
8,2,"[0.95,1.00)","[7,14)d",1348,404,0.31008902077151335,0.0009706420284612549,5.360739087106868,0.0,1.050519309442207,0.0016227904571124204,1
8,3,"[0.95,1.00)","[14,30)d",2678,441,0.421209858103062,0.012452879868496747,4.2559595185056525,0.0,1.0589742814402912,0.0016426959765479423,1
8,4,"[0.95,1.00)","[30,90)d",4041,305,0.5298193516456323,0.012343973247165962,1.202275916406637,0.0,0.9848867402936453,0.0011022306837220953,1
8,5,"[0.95,1.00)","[90,inf)d",245,26,0.5387755102040817,-0.004012370352352357,-0.36383314167654124,0.0,0.7446047717750223,3.712052083501562e-05,1
