dist_bucket,tau_band,n,pi0,h_day,sigma_tk,gap_mean_tk,w_away,gap_var_share,var_model_emp,ll_per_obs
"[0.00,0.05)","[1,3)d",15467,0.4464556550269496,0.21111852161720462,0.7570606978486346,23.62576234029147,0.5170474637163418,0.9995056504477242,1.5242343308167206,-1.8406389928724776
"[0.00,0.05)","[3,7)d",20598,0.6056346716028166,0.041230356992456176,1.2213987092683651,13.586834167513402,0.8689490483816884,0.9663306288045139,0.7921104658646668,-1.1932139584653936
"[0.00,0.05)","[7,14)d",16500,0.5975243351875421,0.02589577742510514,1.1139056034843768,21.712977831034987,0.9930515768008182,0.9800124643571017,0.9555400384625496,-1.1076244547256928
