bucket,n,excess_kurt
"[0.00,0.05)",9355,6.893508646184895
"[0.05,0.15)",11386,1.0667910046051006
"[0.15,0.30)",14295,0.18263918102353793
"[0.30,0.45)",14086,0.028400471877192857
"[0.45,0.55)",9543,-0.06659766213080331
"[0.55,0.70)",14038,-0.08003744298893434
"[0.70,0.85)",14961,0.2507735029476872
"[0.85,0.95)",11409,1.678503444119145
"[0.95,1.00)",9001,10.14663235053773
